issue,key,parent_key,average_to_do_workdays,average_acknowledged_workdays,average_wip_workdays,average_on_hold_team_internal_workdays,average_on_hold_customers_workdays,average_verified_workdays,average_resolved_workdays,workdays_in_current_status,status,sw_resolution__breached,software_defect_resolution_sla_breached,average_resolution_workdays,priority,severity,components,linked_issues_count,resolution,created_by,customer,realm,impacted_environment,found_in,type,defect_category,software_defect_fix_sla_start_date,software_defect_fix_sla_target_date,software_defect_fix_sla_end_date,software_defect_resolution_sla_start_date,software_defect_resolution_sla_target_date,software_defect_resolution_sla_end_date,product_deliverable,core_product,parent_product,feature_attribute,created_date,resolution_date,due_date,software_defect_acknowledgement_sla_breached,software_defect_acknowledgement_sla_start_date,software_defect_acknowledgement_sla_end_date,software_defect_acknowledgement_sla_target_date,external_id,reopen_count,resolution_quality,created_year_month,resolved_year_month
ISSUE-2182,KEY-2182,,0.5966,0,0,0,0,0,0,240.15416423611111,Resolved,0,Not breached,0.6,unassigned,S3 - Minor,COMP-64,0,Duplicate,External Customer,CUST-153,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,8/6/24 20:53,,,8/6/24 20:53,10/29/24 18:53,2024-08-07T11:12:10.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-08-06T20:53:03.000,8/7/24 11:12,,Not breached,8/6/24 20:53,8/7/24 11:12,8/13/24 20:53,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2238,KEY-2238,,155.078,0,0,0,0,0,0,85.00852766203704,Resolved,1,Breached,155.08,unassigned,S2 - Major,COMP-144,0,Outdated/No Feedback,External Customer,CUST-165,REALM--108,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/7/24 12:49,,,8/7/24 12:49,9/4/24 12:29,2025-03-12T14:41:53.000,PROD-DELIVERABLE-1,CORE-PROD-69,PARENT-PROD-38,FEATURE-2,2024-08-07T12:49:38.000,3/12/25 14:41,,Breached,8/7/24 12:49,3/12/25 14:41,8/14/24 12:49,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2025-03
ISSUE-2254,KEY-2254,,4.7098,0,0,0,0,0,0,232.18491655092595,Resolved,0,Not breached,4.69,unassigned,S2 - Major,COMP-151,0,Won't Fix,External Customer,CUST-127,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/7/24 17:53,,,8/7/24 17:53,9/9/24 17:05,2024-08-19T10:27:53.000,PROD-DELIVERABLE-1,CORE-PROD-138,PARENT-PROD-26,FEATURE-2,2024-08-07T17:53:43.000,8/14/24 10:27,,Not breached,8/7/24 17:53,8/19/24 10:27,8/19/24 17:25,EXTERNAL-ID-1,1,Negatively Resolved,2024-08,2024-08
ISSUE-2255,KEY-2255,,0.5657,0,0,7.2547,0,0,0,231.90478923611113,Resolved,0,Not breached,7.82,unassigned,S3 - Minor,COMP-85,0,Invalid,External Customer,CUST-119,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/7/24 21:29,,,8/7/24 21:29,10/30/24 19:29,2024-08-19T17:11:16.000,PROD-DELIVERABLE-13,CORE-PROD-98,PARENT-PROD-1,FEATURE-2,2024-08-07T21:29:50.000,8/19/24 17:11,,Breached,8/7/24 21:29,8/19/24 17:11,8/14/24 21:29,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2260,KEY-2260,,0.4871,0,0,0,0,0,0,239.11664109953705,Resolved,0,Not breached,0.49,unassigned,S2 - Major,COMP-33,0,Invalid,External Customer,CUST-135,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/8/24 0:24,,,8/8/24 0:24,9/5/24 0:04,2024-08-08T12:06:12.000,PROD-DELIVERABLE-1,CORE-PROD-15,PARENT-PROD-18,FEATURE-2,2024-08-08T00:24:46.000,8/8/24 12:06,,Not breached,8/8/24 0:24,8/8/24 12:06,8/15/24 0:24,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2262,KEY-2262,,0.3914,0,0,1.6587,0,0,0,237.5066642476852,Resolved,0,Not breached,2.05,unassigned,S2 - Major,COMP-33,0,Won't Fix,External Customer,CUST-111,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/8/24 1:32,,,8/8/24 1:32,9/5/24 1:12,2024-08-12T02:44:34.000,PROD-DELIVERABLE-1,CORE-PROD-14,PARENT-PROD-18,FEATURE-2,2024-08-08T01:32:26.000,8/12/24 2:44,,Not breached,8/8/24 1:32,8/12/24 2:44,8/15/24 1:32,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2295,KEY-2295,,19.9469,0,0,14.4183,0,0,0,204.91554156249998,Resolved,1,Breached,34.37,unassigned,S2 - Major,COMP-55,0,Invalid,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/8/24 8:09,,,8/8/24 8:09,9/5/24 7:49,2024-09-25T16:55:47.000,PROD-DELIVERABLE-1,CORE-PROD-137,PARENT-PROD-38,FEATURE-2,2024-08-08T08:09:52.000,9/25/24 16:55,,Breached,8/8/24 8:09,9/25/24 16:55,8/15/24 8:09,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-2303,KEY-2303,,3.9539,0,0,32.1671,0,0,0,203.06335406250003,Resolved,0,Not breached,36.12,unassigned,S3 - Minor,COMP-97,1,Outdated/No Feedback,External Customer,CUST-142,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,8/8/24 10:28,,,8/8/24 10:28,10/31/24 8:28,2024-09-27T13:22:56.000,PROD-DELIVERABLE-1,CORE-PROD-21,PARENT-PROD-38,FEATURE-2,2024-08-08T10:28:36.000,9/27/24 13:22,,Breached,8/8/24 10:28,9/27/24 13:22,8/15/24 10:28,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-2320,KEY-2320,,0.6672,0,0,0.9978,0,0,0,237.18048370370371,Resolved,0,Not breached,1.66,unassigned,S3 - Minor,COMP-55,1,Invalid,External Customer,CUST-23,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/8/24 18:36,,,8/8/24 18:36,10/31/24 16:36,2024-08-12T10:34:16.000,PROD-DELIVERABLE-1,CORE-PROD-137,PARENT-PROD-38,FEATURE-2,2024-08-08T18:36:40.000,8/12/24 10:34,,Not breached,8/8/24 18:36,8/12/24 10:34,8/15/24 18:36,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2389,KEY-2389,,2.7915,0,0,0,31.098,0,0,203.0690485185185,Resolved,0,Not breached,33.89,unassigned,S2 - Major,COMP-55,0,Outdated/No Feedback,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/12/24 15:53,,,8/12/24 15:53,10/22/24 17:54,2024-09-27T13:14:44.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-38,FEATURE-2,2024-08-12T15:53:53.000,9/27/24 13:14,,Not breached,8/12/24 15:53,9/27/24 13:14,10/1/24 18:14,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-2400,KEY-2400,,1.308,0,0,0.0987,7.9778,0,0.0001,227.24605083333336,Closed,0,Not breached,9.38,unassigned,S2 - Major,COMP-63,0,Outdated/No Feedback,External Customer,CUST-112,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/12/24 23:46,,,8/12/24 23:46,9/19/24 22:54,2024-08-26T08:59:44.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-08-12T23:46:02.000,8/26/24 8:59,,Not breached,8/12/24 23:46,8/26/24 8:59,8/29/24 23:14,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-2407,KEY-2407,,1.0352,0,0,0.6795,0.6453,0,0,228.23129390046296,Resolved,0,Not breached,0.29,unassigned,S2 - Major,COMP-38,0,Invalid,External Customer,CUST-59,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/13/24 5:17,,,8/13/24 5:17,9/18/24 15:51,2024-08-23T09:21:06.000,PROD-DELIVERABLE-24,CORE-PROD-58,PARENT-PROD-18,FEATURE-1,2024-08-13T05:17:42.000,8/13/24 12:13,,Not breached,8/13/24 5:17,8/23/24 9:21,8/28/24 16:11,EXTERNAL-ID-1,1,Negatively Resolved,2024-08,2024-08
ISSUE-2427,KEY-2427,,14.953,0,0,0,0,0,0,220.8294420486111,Resolved,0,Not breached,14.95,unassigned,S2 - Major,COMP-85,0,Invalid,External Customer,CUST-49,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/13/24 20:07,,,8/13/24 20:07,9/10/24 19:47,2024-09-03T18:59:46.000,PROD-DELIVERABLE-13,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2024-08-13T20:07:24.000,9/3/24 18:59,,Breached,8/13/24 20:07,9/3/24 18:59,8/20/24 20:07,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-10,KEY-10,,0.5723,0,0,7.3706,0,0,0,226.77147908564814,Resolved,0,Not breached,7.94,unassigned,S3 - Minor,COMP-38,0,Invalid,External Customer,CUST-191,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/14/24 21:45,,,8/14/24 21:45,11/6/24 19:45,2024-08-26T20:23:14.000,PROD-DELIVERABLE-1,CORE-PROD-104,PARENT-PROD-18,FEATURE-2,2024-08-14T21:45:21.000,8/26/24 20:23,,Breached,8/14/24 21:45,8/26/24 20:23,8/21/24 21:45,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-23,KEY-23,,0.1064,0,0,0.0824,0,0,0,233.0341874189815,Resolved,0,Not breached,0.19,unassigned,S1 - Critical,COMP-43,0,Invalid,External Customer,CUST-119,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/16/24 9:32,,,8/16/24 9:32,8/30/24 9:32,2024-08-16T14:04:56.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-18,FEATURE-2,2024-08-16T09:32:57.000,8/16/24 14:04,,Not breached,8/16/24 9:32,8/16/24 14:04,8/21/24 9:32,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-31,KEY-31,,0.0305,0,0,0,0,0,0,233.03870131944444,Resolved,0,Not breached,0.03,unassigned,S3 - Minor,COMP-30,1,Invalid,External Customer,CUST-238,REALM--75,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/16/24 13:14,,,8/16/24 13:14,11/8/24 11:14,2024-08-16T13:58:26.000,PROD-DELIVERABLE-1,CORE-PROD-77,PARENT-PROD-24,FEATURE-90,2024-08-16T13:14:32.000,8/16/24 13:58,,Not breached,8/16/24 13:14,8/16/24 13:58,8/23/24 13:14,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-36,KEY-36,,33.8419,45.2339,0,0,0,0,0,152.62094668981482,Resolved,1,Breached,80.37,unassigned,S3 - Minor,COMP-123,4,Won't Fix,External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-10,10/2/24 2:55,12/18/24 1:00,12/7/24 21:15,8/16/24 15:06,11/8/24 13:06,2024-12-07T21:15:23.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-69,2024-08-16T15:06:46.000,12/7/24 21:15,,Breached,8/16/24 15:06,12/7/24 21:15,8/23/24 15:06,EXTERNAL-ID-1,1,Negatively Resolved,2024-08,2024-12
ISSUE-48,KEY-48,,1.3202,0,0,0,0,0,0,231.3007846527778,Resolved,0,Not breached,1.32,unassigned,S3 - Minor,COMP-149,0,Fixed by Data Correction,External Customer,CUST-118,REALM--96,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-9,8/17/24 1:31,,,8/17/24 1:31,11/8/24 23:00,2024-08-20T07:41:02.000,PROD-DELIVERABLE-1,CORE-PROD-144,PARENT-PROD-51,FEATURE-2,2024-08-17T01:31:46.000,8/20/24 7:41,,Not breached,8/17/24 1:31,8/20/24 7:41,8/26/24 1:00,EXTERNAL-ID-1,0,Positively Resolved,2024-08,2024-08
ISSUE-68,KEY-68,,0.0858,0,0,7.0024,0,0,0,224.9566179861111,Resolved,0,Not breached,7.09,unassigned,S3 - Minor,COMP-43,0,Fixed by Data Correction,External Customer,CUST-50,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,8/19/24 13:49,,,8/19/24 13:49,11/11/24 11:49,2024-08-28T15:56:38.000,PROD-DELIVERABLE-1,CORE-PROD-98,PARENT-PROD-18,FEATURE-2,2024-08-19T13:49:33.000,8/28/24 15:56,,Breached,8/19/24 13:49,8/28/24 15:56,8/26/24 13:49,EXTERNAL-ID-1,0,Positively Resolved,2024-08,2024-08
ISSUE-69,KEY-69,,6.1326,0,0,0,0,0,0,225.8632615162037,Resolved,0,Not breached,6.13,unassigned,S2 - Major,COMP-85,0,Invalid,External Customer,CUST-36,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,8/19/24 15:00,,,8/19/24 15:00,9/16/24 14:40,2024-08-27T18:11:04.000,PROD-DELIVERABLE-1,CORE-PROD-98,PARENT-PROD-32,FEATURE-2,2024-08-19T15:00:11.000,8/27/24 18:11,,Breached,8/19/24 15:00,8/27/24 18:11,8/26/24 15:00,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-94,KEY-94,,1.2321,0,0,0,0,0,0.0001,230.05993975694446,Closed,0,Not breached,1.23,unassigned,S3 - Minor,COMP-144,1,Invalid,External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/20/24 7:53,,,8/20/24 7:53,11/12/24 5:53,2024-08-21T13:27:44.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-2,2024-08-20T07:53:31.000,8/21/24 13:27,,Not breached,8/20/24 7:53,8/21/24 13:27,8/27/24 7:53,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-96,KEY-96,,0.9866,0,0,0,27.1443,0,0,203.07434947916664,Resolved,0,Not breached,28.13,unassigned,S2 - Major,COMP-55,0,Outdated/No Feedback,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/20/24 9:58,,,8/20/24 9:58,10/24/24 13:06,2024-09-27T13:07:06.000,PROD-DELIVERABLE-24,CORE-PROD-21,PARENT-PROD-38,FEATURE-2,2024-08-20T09:58:38.000,9/27/24 13:07,,Not breached,8/20/24 9:58,9/27/24 13:07,10/3/24 13:26,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-117,KEY-117,,4.5797,0,0,0,0,0,156.1667,70.09485873842593,Closed,0,Not breached,4.58,unassigned,S3 - Minor,COMP-98,0,Invalid,External Customer,CUST-215,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/20/24 18:42,,,8/20/24 18:42,11/12/24 16:42,2024-08-27T08:37:34.000,PROD-DELIVERABLE-1,CORE-PROD-107,PARENT-PROD-47,FEATURE-2,2024-08-20T18:42:52.000,8/27/24 8:37,,Not breached,8/20/24 18:42,8/27/24 8:37,8/27/24 18:42,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-127,KEY-127,,1.4719,0,0,0,1.2818,0,0,227.9597661574074,Resolved,0,Not breached,2.75,unassigned,S2 - Major,COMP-97,0,Won't Fix,External Customer,CUST-164,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/20/24 21:46,,,8/20/24 21:46,9/19/24 4:12,2024-08-23T15:52:06.000,PROD-DELIVERABLE-1,CORE-PROD-21,PARENT-PROD-38,FEATURE-2,2024-08-20T21:46:43.000,8/23/24 15:52,,Not breached,8/20/24 21:46,8/23/24 15:52,8/29/24 4:32,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-211,KEY-211,,30.4848,0,0,0,0,0,0,198.3912129166667,Resolved,1,Breached,30.48,unassigned,S2 - Major,COMP-85,0,Invalid,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/22/24 17:52,,,8/22/24 17:52,9/19/24 17:32,2024-10-04T05:30:49.000,PROD-DELIVERABLE-13,CORE-PROD-49,PARENT-PROD-18,FEATURE-2,2024-08-22T17:52:41.000,10/4/24 5:30,,Breached,8/22/24 17:52,10/4/24 5:30,8/29/24 17:52,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-10
ISSUE-248,KEY-248,,1.7511,0,0,20.051,3.2103,0,0,203.07563421296294,Resolved,1,Breached,25.01,unassigned,S1 - Critical,COMP-97,0,Outdated/No Feedback,External Customer,CUST-232,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,8/23/24 12:47,,,8/23/24 12:47,9/11/24 17:50,2024-09-27T13:05:15.000,PROD-DELIVERABLE-1,CORE-PROD-84,PARENT-PROD-38,FEATURE-2,2024-08-23T12:47:18.000,9/27/24 13:05,,Breached,8/23/24 12:47,9/27/24 13:05,9/2/24 17:50,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-286,KEY-286,,0.0316,0,0,0,24.1062,0,0,203.07837728009258,Resolved,0,Not breached,24.14,unassigned,S1 - Critical,COMP-55,0,Outdated/No Feedback,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/26/24 9:42,,,8/26/24 9:42,10/11/24 12:15,2024-09-27T13:01:18.000,PROD-DELIVERABLE-1,CORE-PROD-21,PARENT-PROD-38,FEATURE-2,2024-08-26T09:42:57.000,9/27/24 13:01,,Not breached,8/26/24 9:42,9/27/24 13:01,10/2/24 12:15,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-345,KEY-345,,0.5136,0,0,3.5584,0,0,0,221.65930320601854,Resolved,0,Not breached,4.07,unassigned,S3 - Minor,COMP-38,0,Won't Fix,External Customer,CUST-22,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/27/24 21:21,,,8/27/24 21:21,11/19/24 19:21,2024-09-02T23:04:46.000,PROD-DELIVERABLE-1,CORE-PROD-58,PARENT-PROD-18,FEATURE-2,2024-08-27T21:21:11.000,9/2/24 23:04,,Not breached,8/27/24 21:21,9/2/24 23:04,9/3/24 21:21,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-397,KEY-397,,0.0651,0,0,0.9777,0,0,0,110.80228931712963,Resolved,0,Not breached,1.04,unassigned,S3 - Minor,COMP-97,0,Invalid,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-12,8/28/24 14:41,,,8/28/24 14:41,11/20/24 12:41,2024-08-29T15:42:42.000,PROD-DELIVERABLE-1,CORE-PROD-130,PARENT-PROD-38,FEATURE-2,2024-08-28T14:41:05.000,8/29/24 15:42,,Not breached,8/28/24 14:41,8/29/24 15:42,9/4/24 14:41,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-08
ISSUE-399,KEY-399,,40.0235,0,0,0,0,0,0,184.9522893171296,Resolved,1,Breached,40.02,unassigned,S2 - Major,COMP-120,0,Cannot Reproduce,External Customer,CUST-118,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/28/24 15:29,,,8/28/24 15:29,9/25/24 15:09,2024-10-23T16:02:52.000,PROD-DELIVERABLE-1,CORE-PROD-113,PARENT-PROD-44,FEATURE-2,2024-08-28T15:29:05.000,10/23/24 16:02,,Breached,8/28/24 15:29,10/23/24 16:02,9/4/24 15:29,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-10
ISSUE-448,KEY-448,,1.5774,0,0,0,0,0,0,217.14873608796296,Resolved,0,Not breached,1.58,unassigned,S2 - Major,COMP-66,0,Duplicate,External Customer,CUST-140,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,8/29/24 20:17,,,8/29/24 20:17,9/26/24 19:57,2024-09-02T10:09:04.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-08-29T20:17:35.000,9/2/24 10:09,,Not breached,8/29/24 20:17,9/2/24 10:09,9/5/24 20:17,EXTERNAL-ID-1,0,Negatively Resolved,2024-08,2024-09
ISSUE-502,KEY-502,,0.4749,0,0,0,0,0,0,210.0181342361111,Resolved,0,Not breached,0.05,unassigned,S2 - Major,COMP-32,0,Fixed by Data Correction,External Customer,CUST-111,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-7,8/30/24 21:51,,,8/30/24 21:51,9/27/24 22:28,2024-09-02T10:09:32.000,PROD-DELIVERABLE-1,CORE-PROD-58,PARENT-PROD-18,FEATURE-2,2024-08-30T21:51:54.000,8/30/24 23:06,,Not breached,8/30/24 21:51,9/2/24 10:09,9/6/24 22:48,EXTERNAL-ID-1,1,Positively Resolved,2024-08,2024-09
ISSUE-521,KEY-521,,5.9892,0,0,0,0,0,0,216.4510046064815,Closed,0,Not breached,5.99,unassigned,S2 - Major,COMP-17,0,Won't Fix,External Customer,CUST-230,REALM--1,ENV-7,Requirement Analysis,Software Defect,DEFECT-CATEGORY-1,9/2/24 4:20,,,9/2/24 4:20,9/30/24 4:00,2024-09-02T04:20:14.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2024-09-02T04:20:14.000,9/10/24 4:04,,Breached,9/2/24 4:20,9/10/24 4:04,9/9/24 4:20,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-547,KEY-547,,0.1121,0,0,0.8273,0,0,0,221.03340043981484,Resolved,0,Not breached,0.94,unassigned,S2 - Major,COMP-61,0,Invalid,External Customer,CUST-194,REALM--1,ENV-7,Pre-Release Testing,Software Defect,DEFECT-CATEGORY-1,9/2/24 15:33,,,9/2/24 15:33,9/30/24 15:13,2024-09-03T14:06:04.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2024-09-02T15:33:18.000,9/3/24 14:06,,Not breached,9/2/24 15:33,9/3/24 14:06,9/9/24 15:33,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-599,KEY-599,,1.3281,0,0,0,0.7285,0,0,218.97198841435187,Resolved,0,Not breached,2.06,unassigned,S2 - Major,COMP-61,0,Invalid,External Customer,CUST-194,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/3/24 14:13,,,9/3/24 14:13,10/2/24 7:22,2024-09-05T15:34:30.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-29,FEATURE-2,2024-09-03T14:13:06.000,9/5/24 15:34,,Not breached,9/3/24 14:13,9/5/24 15:34,9/11/24 7:42,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-631,KEY-631,,9.7903,0,0,0,0,0,0,211.07753239583332,Resolved,0,Not breached,9.79,unassigned,S2 - Major,COMP-30,1,Duplicate,External Customer,CUST-218,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/3/24 18:04,,,9/3/24 18:04,10/1/24 17:44,2024-09-17T13:02:31.000,PROD-DELIVERABLE-1,CORE-PROD-50,PARENT-PROD-18,FEATURE-2,2024-09-03T18:04:31.000,9/17/24 13:02,,Breached,9/3/24 18:04,9/17/24 13:02,9/10/24 18:04,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-666,KEY-666,,0.0457,0,0,0,5.9423,0,0,214.2707268402778,Resolved,0,Not breached,5.99,unassigned,S3 - Minor,COMP-66,0,Outdated/No Feedback,External Customer,CUST-211,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/4/24 8:41,,,9/4/24 8:41,12/5/24 5:18,2024-09-12T08:24:19.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-09-04T08:41:33.000,9/12/24 8:24,,Not breached,9/4/24 8:41,9/12/24 8:24,9/19/24 7:18,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-682,KEY-682,,1.65,0,0,0.0026,11.2941,0,10.2234,196.9209236111111,Closed,0,Not breached,12.95,unassigned,S1 - Critical,COMP-59,0,Invalid,External Customer,CUST-145,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/4/24 12:43,,,9/4/24 12:43,10/3/24 19:46,2024-09-23T11:26:20.000,PROD-DELIVERABLE-24,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-09-04T12:43:11.000,9/23/24 11:26,,Not breached,9/4/24 12:43,9/23/24 11:26,9/24/24 19:46,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
ISSUE-738,KEY-738,,104.3059,0,0,0,0,0,0,115.27019444444446,Resolved,1,Breached,104.31,unassigned,S2 - Major,COMP-135,0,Invalid,External Customer,CUST-12,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/5/24 1:04,,,9/5/24 1:04,10/3/24 0:44,2025-01-29T08:25:05.000,PROD-DELIVERABLE-1,CORE-PROD-65,PARENT-PROD-43,FEATURE-2,2024-09-05T01:04:39.000,1/29/25 8:25,,Breached,9/5/24 1:04,1/29/25 8:25,9/12/24 1:04,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2025-01
ISSUE-768,KEY-768,,1.0293,0,0,0,0,0,0,218.0122777777778,Resolved,0,Not breached,1.03,unassigned,S2 - Major,COMP-55,1,Fixed by Software Development,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,9/5/24 13:54,,,9/5/24 13:54,10/3/24 13:34,2024-09-06T14:36:29.000,PROD-DELIVERABLE-1,CORE-PROD-21,PARENT-PROD-38,FEATURE-2,2024-09-05T13:54:15.000,9/6/24 14:36,,Not breached,9/5/24 13:54,9/6/24 14:36,9/12/24 13:54,EXTERNAL-ID-1,0,Positively Resolved,2024-09,2024-09
ISSUE-949,KEY-949,,0.9779,0,0,11.9655,0,0,0,191.97149074074076,Resolved,0,Not breached,12.94,unassigned,S3 - Minor,COMP-97,0,Invalid,External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,9/9/24 11:01,,,9/9/24 11:01,12/2/24 9:01,2024-09-26T09:39:57.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-2,2024-09-09T11:01:26.000,9/26/24 9:39,,Breached,9/9/24 11:01,9/26/24 9:39,9/16/24 11:01,EXTERNAL-ID-1,0,Negatively Resolved,2024-09,2024-09
